|GJ 3527         |             |09 01 10.49|+01 56 35.0|2MASS J09011048+0156350| 7.932| 7.314| 7.057|
|Gl 207.1        |Wo 9183      |05 33 44.80|+01 56 43.4|2MASS J05334480+0156434| 7.764| 7.147| 6.855|
|Gl 123          |HIP 14445    |03 06 26.74|+01 57 54.6|2MASS J03062676+0157538| 6.492| 5.843| 5.646|
|GJ 4129         |             |19 58 15.73|+02 02 15.7|2MASS J19581572+0202151| 8.371| 7.816| 7.561|
|Gl 673          |HIP 85295    |17 25 45.23|+02 06 41.1|2MASS J17254521+0206406| 4.934| 4.341| 4.370|
|Gl 287          |HIP 37798    |07 45 01.18|+02 08 14.6|2MASS J07450118+0208146| 7.634| 6.992| 6.768|
|Gl 223          |HIP 27918    |05 54 28.58|+02 08 32.0|2MASS J05542857+0208321| 6.992| 6.466| 6.352|
|GJ 3313         |             |04 47 11.75|+02 09 39.7|2MASS J04471174+0209396| 8.308| 7.674| 7.451|
|Gl 748.2 B      |Wo 9651 B    |19 14 59.01|+02 09 46.2|2MASS J19145901+0209458| 8.522| 8.011| 7.780|
|Gl 748.2 A      |Wo 9651 A    |19 14 58.96|+02 09 54.8|2MASS J19145895+0209543| 7.921| 7.297| 7.182|
|Gl 281          |HIP 37288    |07 39 23.04|+02 11 01.2|2MASS J07392304+0211012| 6.769| 6.092| 5.872|
|GJ 3307         |             |04 40 42.50|+02 13 52.2|2MASS J04404249+0213522| 7.894| 7.255| 7.032|
|GJ 3775         |             |13 18 01.81|+02 14 01.2|2MASS J13180180+0214011| 8.787| 8.211| 7.924|
|Wo 9083         |HIP 11738    |02 31 30.10|+02 16 01.9|2MASS J02313009+0216018| 3.357| 2.610| 2.480|
|Gl 838.4        |HIP 107968   |21 52 25.39|+02 23 19.6|2MASS J21522538+0223192|13.203|13.286|13.397|
|Gl 908          |HIP 117473   |23 49 12.52|+02 24 04.4|2MASS J23491255+0224037| 5.827| 5.282| 5.043|
|GJ 3644         |HIP 54541    |11 09 40.22|+02 27 22.5|2MASS J11094022+0227223| 6.338| 5.999| 5.863|
|Gl 702 B        |HIP 88601 B  |18 05 27.42|+02 29 56.4|2MASS J18052735+0229585| 2.343| 1.876| 1.791|
|Gl 702 A        |HIP 88601 A  |18 05 27.28|+02 30 00.4|2MASS J18052735+0229585| 2.343| 1.876| 1.791|
|Gl 596.1 AB     |Wo 9527 AB   |15 44 01.82|+02 30 54.6|2MASS J15440182+0230548| 4.593| 4.045| 4.297|
|GJ 3410         |             |06 47 22.15|+02 31 08.9|2MASS J06472215+0231088|14.868|14.757|14.576|
|Gl 585.1        |HIP 75686    |15 27 42.70|+02 35 51.9|2MASS J15274269+0235518| 7.693| 7.087| 6.903|
|GJ 3867         |HIP 72312    |14 47 16.10|+02 42 11.6|2MASS J14471609+0242116| 6.151| 5.688| 5.615|
|GJ 3379         |             |06 00 03.51|+02 42 23.6|2MASS J06000351+0242236| 6.905| 6.308| 6.042|
|GJ 3781 A       |HIP 65352    |13 23 39.16|+02 43 24.0|2MASS J13233916+0243239| 5.609| 5.220| 5.097|
|GJ 3782 B       |HIP 65355    |13 23 40.84|+02 43 31.0|2MASS J13234086+0243309| 5.768| 5.356| 5.231|
|Gl 155.1        |Wo 9133      |03 47 58.10|+02 47 16.1|2MASS J03475809+0247161| 7.964| 7.382| 7.110|
|GJ 3809 AB      |             |13 49 01.04|+02 47 28.2|2MASS J13490104+0247281| 7.839| 7.237| 6.935|
|GJ 3530         |             |09 05 04.43|+02 50 03.1|2MASS J09050442+0250031| 8.177| 7.545| 7.313|
|GJ 4366         |HIP 117526   |23 50 05.75|+02 52 37.8|2MASS J23500576+0252380| 7.024| 6.678| 6.608|
|Gl 748          |HIP 94349    |19 12 14.60|+02 53 11.1|2MASS J19121455+0253111| 7.087| 6.572| 6.294|
|Wo 9170         |HIP 22940    |04 56 10.69|+02 56 03.1|2MASS J04561069+0256031| 6.938| 6.605| 6.467|
|GJ 1058         |             |03 22 04.10|+02 56 34.8|2MASS J03220410+0256346|10.314| 9.806| 9.508|
|GJ 1211         |             |17 08 07.96|+02 57 37.1|2MASS J17080796+0257369|14.565|14.499|14.511|
|Gl 378.2        |Wo 9313      |10 06 56.86|+02 57 51.9|2MASS J10065686+0257518| 7.189| 6.542| 6.395|
|GJ 1155 AB      |             |12 16 51.87|+02 58 04.9|2MASS J12165190+0258046| 9.234| 8.671| 8.422|
|GJ 1080         |             |05 28 14.60|+02 58 14.3|2MASS J05281459+0258142| 8.979| 8.496| 8.224|
|GJ 3153         |             |02 20 46.25|+02 58 37.7|2MASS J02204625+0258375|10.064| 9.564| 9.202|
|GJ 4278 B       |             |22 26 15.51|+03 00 07.8|2MASS J22261549+0300075|11.267|10.675|10.371|
|GJ 3637         |             |11 01 19.65|+03 00 17.3|2MASS J11011965+0300171| 9.708| 9.230| 8.907|
|GJ 4277 A       |             |22 26 15.78|+03 00 18.5|2MASS J22261576+0300182| 9.623| 8.975| 8.714|
|Gl 429 B        |HIP 55848    |11 26 46.28|+03 00 22.8|2MASS J11264627+0300229| 5.852| 5.403| 5.256|
|Gl 429 A        |HIP 55846    |11 26 45.32|+03 00 47.2|2MASS J11264531+0300475| 5.165| 4.937| 4.747|
|Gl 165.2        |Wo 9149      |04 14 30.30|+03 01 19.4|2MASS J04143028+0301194| 7.068| 6.627| 6.489|
|Wo 9367         |HIP 56445    |11 34 21.95|+03 03 36.6|2MASS J11342194+0303365| 4.922| 4.775| 4.650|
|Gl 730          |HIP 92417    |18 50 00.84|+03 05 17.2|2MASS J18500082+0305173| 7.724| 7.075| 6.857|
|Gl 83.2         |HIP 9353     |02 00 09.16|+03 05 49.3|2MASS J02000916+0305490| 5.204| 4.630| 4.494|
|Gl 760          |HIP 95501    |19 25 29.90|+03 06 53.2|2MASS J19252990+0306532| 2.636| 2.475| 2.443|
|Wo 9618 B       |             |18 09 53.94|+03 07 04.7|2MASS J18095393+0307047| 8.256| 8.018| 7.945|
|Wo 9618 A       |HIP 89000    |18 09 54.02|+03 07 11.4|2MASS J18095400+0307113| 4.672| 4.609| 4.489|
|GJ 3570         |HIP 48447    |09 52 39.16|+03 07 48.6|2MASS J09523916+0307485| 7.904| 7.226| 7.077|
|Wo 9322         |HIP 50139    |10 14 08.34|+03 09 04.7|2MASS J10140833+0309046| 6.543| 6.242| 6.153|
|GJ 1242         |             |19 41 54.21|+03 09 16.1|2MASS J19415421+0309163| 9.304| 8.763| 8.518|
|GJ 3892         |HIP 74190    |15 09 35.59|+03 10 00.6|2MASS J15093558+0310007| 7.720| 7.134| 6.858|
|GJ 3899         |             |15 17 14.26|+03 10 27.9|2MASS J15171426+0310279|13.579|13.328|13.270|
|GJ 3158         |             |02 28 09.88|+03 10 58.1|2MASS J02280987+0310575|11.670|11.122|10.788|
|Gl 371          |HIP 48411    |09 52 11.36|+03 13 18.6|2MASS J09521136+0313184| 6.696| 6.098| 5.956|
|Gl 106.1 A      |Wo 9098 A    |02 43 18.04|+03 14 09.0|2MASS J02431801+0314089| 3.241| 3.104| 3.076|
|Gl 106.1 B      |Wo 9098 B    |02 43 17.89|+03 14 10.2|2MASS J02431801+0314089| 3.241| 3.104| 3.076|
|Wo 9566         |HIP 81023    |16 32 51.63|+03 14 45.7|2MASS J16325161+0314456| 7.159| 6.700| 6.561|
|GJ 3962         |HIP 81165    |16 34 40.76|+03 17 56.3|2MASS J16344076+0317562| 8.533| 7.882| 7.691|
|Gl 775          |HIP 98698    |20 02 47.04|+03 19 34.3|2MASS J20024703+0319344| 5.476| 4.956| 4.796|
|GJ 3474 B       |             |08 02 20.64|+03 19 43.5|2MASS J08022064+0319434|12.224|11.695|11.371|
|Gl 889.1        |Wo 9810      |23 08 06.97|+03 19 44.4|2MASS J23080698+0319444| 7.865| 7.305| 7.067|
|GJ 3473 A       |             |08 02 22.88|+03 20 19.7|2MASS J08022287+0320196| 9.627| 9.063| 8.829|
|GJ 4149         |HIP 101540   |20 34 43.04|+03 20 51.7|2MASS J20344303+0320509| 8.446| 7.906| 7.629|
|GJ 3553         |             |09 20 57.94|+03 22 06.5|2MASS J09205794+0322064| 9.363| 8.798| 8.520|
|Gl 137          |HIP 15457    |03 19 21.70|+03 22 12.7|2MASS J03192169+0322126| 3.407| 3.039| 2.957|
|Gl 106.1 C      |Wo 9097      |02 42 32.54|+03 22 26.0|2MASS J02423253+0322259| 7.633| 7.019| 6.833|
|GJ 4257         |             |22 06 46.36|+03 25 03.9|2MASS J22064638+0325037| 9.409| 8.756| 8.512|
|Gl 266          |HIP 34341    |07 07 09.31|+03 26 50.7|2MASS J07070931+0326508| 7.435| 6.882| 6.667|
|Gl 492          |             |13 00 09.07|+03 28 41.1|2MASS J13000906+0328409|14.655|14.316|14.220|
|GJ 3237         |             |03 36 40.83|+03 29 19.6|2MASS J03364083+0329194| 9.295| 8.679| 8.444|
|GJ 1041 A       |HIP 9275 A   |01 59 12.38|+03 31 09.3|2MASS J01591239+0331092| 7.906| 7.221| 7.070|
|GJ 1041 B       |HIP 9275 B   |01 59 12.60|+03 31 11.2|2MASS J01591260+0331113| 7.998| 7.384| 7.119|
|Gl 285          |HIP 37766    |07 44 40.17|+03 33 08.8|2MASS J07444018+0333089| 6.581| 6.005| 5.698|
|Gl 688          |HIP 86400    |17 39 16.92|+03 33 18.9|2MASS J17391691+0333190| 4.696| 4.399| 4.098|
|Gl 87           |HIP 10279    |02 12 20.99|+03 34 32.2|2MASS J02122090+0334310| 6.830| 6.321| 6.077|
|GJ 3404 A       |             |06 42 11.18|+03 34 52.7|2MASS J06421118+0334527| 8.166| 7.615| 7.334|
|GJ 3405 B       |             |06 42 13.34|+03 35 31.0|2MASS J06421333+0335310| 9.112| 8.605| 8.278|
|GJ 3289         |             |04 26 19.92|+03 36 36.0|2MASS J04261992+0336359|11.623|11.072|10.693|
|Gl 148          |HIP 17207    |03 41 10.52|+03 36 41.0|2MASS J03411051+0336410| 6.992| 6.359| 6.154|
|Gl 518          |             |13 36 31.86|+03 40 46.1|2MASS J13363181+0340458|13.064|12.819|12.690|
|Gl 828.1        |Wo 9739      |21 26 42.45|+03 44 13.7|2MASS J21264245+0344136| 7.794| 7.181| 6.997|
|Gl 697.1        |Wo 9606      |17 55 24.78|+03 45 16.2|2MASS J17552478+0345162| 7.582| 6.920| 6.824|
|GJ 3321         |             |05 01 50.57|+03 45 55.1|2MASS J05015057+0345551| 8.079| 7.475| 7.233|
|GJ 3778         |             |13 21 35.24|+03 45 55.2|2MASS J13213523+0345551| 8.531| 7.929| 7.676|
|GJ 1188         |             |15 03 24.60|+03 46 57.3|2MASS J15032457+0346574| 9.225| 8.669| 8.426|
|GJ 2040         |HIP 24846    |05 19 34.92|+03 52 26.0|2MASS J05193492+0352260| 7.921| 7.412| 7.296|
|GJ 3772         |             |13 14 05.84|+03 53 58.7|2MASS J13140583+0353587| 9.490| 8.912| 8.590|
|GJ 3989         |HIP 83948 A  |17 09 33.78|+03 55 56.4|2MASS J17093378+0355565| 6.419| 6.037| 5.923|
|Wo 9067 A       |HIP 9488     |02 02 03.17|+03 56 25.1|2MASS J02020316+0356250| 8.297| 7.707| 7.533|
|Wo 9067 B       |             |02 02 03.50|+03 56 42.4|2MASS J02020347+0356422| 9.395| 8.750| 8.540|
|GJ 3485         |             |08 10 53.63|+03 58 33.6|2MASS J08105362+0358335| 9.238| 8.568| 8.293|
|GJ 3664         |HIP 55915    |11 27 38.57|+03 58 35.9|2MASS J11273856+0358359| 7.848| 7.190| 6.992|
|GJ 4283         |             |22 34 46.21|+04 02 37.6|2MASS J22344620+0402377| 8.964| 8.381| 8.129|
|Wo 9672         |HIP 98007    |19 55 01.55|+04 03 43.7|2MASS J19550154+0403438| 7.517| 7.030| 6.878|
|GJ 3808         |             |13 48 48.62|+04 06 02.3|2MASS J13484861+0406022| 9.755| 9.162| 8.882|
|Gl 736          |HIP 92895    |18 55 40.88|+04 15 55.2|2MASS J18554089+0415551| 6.387| 5.952| 5.829|
|Gl 70           |HIP 8051     |01 43 20.18|+04 19 18.0|2MASS J01432015+0419172| 7.370| 6.809| 6.516|
|GJ 2091         |             |12 04 56.32|+04 19 56.0|2MASS J12045631+0419560|13.667|13.319|13.279|
|GJ 3328         |             |05 06 04.02|+04 20 14.3|2MASS J05060402+0420142| 8.303| 7.760| 7.435|
|GJ 4072         |             |18 43 25.73|+04 20 22.7|2MASS J18432572+0420227|14.443|14.374|14.651|
|Wo 9782 AB      |HIP 110785   |22 26 37.38|+04 23 37.6|2MASS J22263738+0423375| 5.016| 4.617| 4.491|
|GJ 4180         |HIP 104137   |21 05 56.39|+04 25 40.8|2MASS J21055638+0425407| 8.574| 7.942| 7.709|
|Gl 98 B         |HIP 11452 B  |02 27 45.94|+04 25 55.3|2MASS J02274591+0425557| 5.990| 5.332| 5.113|
|Gl 98 A         |HIP 11452 A  |02 27 45.86|+04 25 55.8|2MASS J02274591+0425557| 5.990| 5.332| 5.113|
|Gl 339 AB       |HIP 45383    |09 14 53.66|+04 26 34.4|2MASS J09145366+0426343| 5.911| 5.399| 5.255|
|Wo 9609         |HIP 87991 A  |17 58 24.42|+04 27 41.2|2MASS J17582441+0427416| 7.520| 6.870| 6.794|
|GJ 3921         |HIP 77622    |15 50 48.97|+04 28 39.8|2MASS J15504895+0428399| 3.564| 3.440| 3.425|
|Gl 418          |HIP 54810    |11 13 13.24|+04 28 56.4|2MASS J11131322+0428562| 6.553| 5.925| 5.853|
|GJ 3288         |             |04 26 20.70|+04 32 30.6|2MASS J04262070+0432305|15.474|15.182|15.168|
|Gl 763          |HIP 96285    |19 34 39.84|+04 34 57.1|2MASS J19343982+0434572| 6.714| 6.142| 5.918|
|Gl 702.2        |Wo 9614      |18 05 37.46|+04 39 25.8|2MASS J18053746+0439255| 5.656| 5.349| 5.254|
|GJ 1182         |             |14 15 32.55|+04 39 31.4|2MASS J14153253+0439312| 9.433| 8.936| 8.618|
|GJ 1172         |HIP 66222    |13 34 21.50|+04 40 02.6|2MASS J13342150+0440026| 7.213| 6.561| 6.338|
|Wo 9169 A       |HIP 22919    |04 55 55.88|+04 40 13.5|2MASS J04555588+0440135| 5.972| 5.728| 5.626|
|Wo 9169 B       |             |04 55 54.46|+04 40 16.4|2MASS J04555445+0440164| 8.501| 7.872| 7.621|
|Gl 699          |HIP 87937    |17 57 48.50|+04 41 36.2|2MASS J17574849+0441405| 5.244| 4.834| 4.524|
|GJ 1057         |             |03 13 22.92|+04 46 29.3|2MASS J03132299+0446293| 8.775| 8.208| 7.833|
|GJ 4035         |             |17 56 11.90|+04 50 00.7|2MASS J17561190+0450007| 5.802| 5.252| 5.146|
|GJ 3946         |             |16 14 43.80|+04 52 08.5|2MASS J16144378+0452085| 9.476| 8.896| 8.625|
|GJ 3078 B       |             |01 11 57.97|+04 54 12.4|2MASS J01115799+0454120| 9.641| 9.077| 8.814|
|GJ 3077 A       |             |01 11 55.61|+04 55 05.3|2MASS J01115562+0455048| 8.804| 8.239| 7.951|
|Wo 9605         |HIP 87089    |17 47 42.09|+04 56 22.7|2MASS J17474206+0456227| 7.337| 6.959| 6.822|
|GJ 1214         |             |17 15 18.93|+04 57 50.1|2MASS J17151894+0457496| 9.750| 9.094| 8.782|
|Gl 795 B        |HIP 101955 B |20 39 37.76|+04 58 18.7|2MASS J20393775+0458192| 5.509| 4.899| 4.739|
|Gl 795 A        |HIP 101955 A |20 39 37.71|+04 58 19.3|2MASS J20393775+0458192| 5.509| 4.899| 4.739|
|GJ 3624         |             |10 49 03.39|+05 02 22.8|2MASS J10490338+0502227|12.535|11.970|11.596|
|GJ 3461         |             |07 41 52.82|+05 02 24.4|2MASS J07415282+0502243| 8.910| 8.337| 8.045|
|GJ 3104         |             |01 39 31.19|+05 03 18.0|2MASS J01393118+0503180| 9.141| 8.516| 8.284|
|GJ 3071         |HIP 4849 A   |01 02 24.57|+05 03 41.2|2MASS J01022459+0503413| 6.199| 5.676| 5.510|
|GJ 1027         |             |01 03 49.93|+05 04 30.5|2MASS J01034993+0504306|13.504|13.396|13.418|
|Gl 231.1 A      |Wo 9208 A    |06 17 16.14|+05 06 00.4|2MASS J06171614+0506001| 4.960| 4.434| 4.205|
|Gl 231.1 B      |Wo 9208 B    |06 17 10.65|+05 07 02.4|2MASS J06171064+0507024| 9.088| 8.559| 8.267|
|Gl 398          |             |10 36 01.21|+05 07 12.8|2MASS J10360120+0507128| 8.463| 7.875| 7.598|
|GJ 1007         |             |00 16 56.30|+05 07 26.5|2MASS J00165629+0507261| 9.398| 8.869| 8.587|
|GJ 4252         |             |22 05 06.80|+05 08 11.9|2MASS J22050682+0508120| 9.518| 8.936| 8.680|
|Gl 435.1        |Wo 9372      |11 41 49.59|+05 08 26.5|2MASS J11414959+0508265| 7.230| 6.594| 6.425|
|Gl 752 B        |             |19 16 57.61|+05 09 01.6|2MASS J19165762+0509021| 9.908| 9.226| 8.765|
|Gl 752 A        |HIP 94761    |19 16 55.25|+05 10 08.1|2MASS J19165526+0510086| 5.583| 4.929| 4.673|
|GJ 3538         |             |09 09 54.13|+05 12 12.6|2MASS J09095412+0512126| 6.638| 6.221| 6.074|
|Wo 9429         |HIP 64150    |13 08 51.02|+05 12 26.1|2MASS J13085103+0512259| 5.613| 5.312| 5.202|
|Gl 280 AB       |HIP 37279    |07 39 18.12|+05 13 30.0|2MASS J07391805+0513298|-0.498|-0.666|-0.658|
|Gl 273          |HIP 36208    |07 27 24.50|+05 13 32.8|2MASS J07272450+0513329| 5.714| 5.219| 4.857|
|Gl 333.2 B      |Wo 9282 B    |09 00 50.33|+05 14 29.6|2MASS J09005033+0514293| 8.845| 8.319| 8.032|
|Gl 333.2 A      |Wo 9282 A    |09 00 48.53|+05 14 41.4|2MASS J09004853+0514413| 8.605| 8.011| 7.816|
|Gl 895.2        |             |23 28 47.62|+05 14 54.2|2MASS J23284760+0514540|13.132|13.075|12.689|
|Gl 100.1        |HIP 11650    |02 30 16.62|+05 15 50.7|2MASS J02301662+0515508|13.282|13.367|13.425|
|GJ 4265         |HIP 109756   |22 13 53.33|+05 16 35.5|2MASS J22135333+0516357| 8.541| 7.960| 7.716|
|Gl 33           |HIP 3765     |00 48 22.98|+05 16 50.2|2MASS J00482303+0516497| 4.367| 3.722| 3.683|
|GJ 1087         |             |05 56 25.46|+05 21 48.4|2MASS J05562547+0521486|12.930|12.720|12.653|
|Wo 9158         |HIP 21272    |04 33 50.40|+05 23 06.1|2MASS J04335040+0523060| 6.524| 6.159| 6.070|
|Gl 35           |HIP 3829     |00 49 09.90|+05 23 19.0|2MASS J00490996+0523173|11.688|11.572|11.498|
|Gl 632.3        |Wo 9571      |16 38 40.56|+05 25 27.6|2MASS J16384056+0525278| 8.553| 8.071| 7.967|
|Wo 9392 AB      |HIP 59301    |12 09 58.80|+05 27 16.1|2MASS J12095878+0527165| 8.527| 7.905| 7.712|
|GJ 3084         |HIP 6069     |01 17 53.25|+05 28 26.2|2MASS J01175325+0528256| 7.839| 7.240| 7.020|
|Wo 9572         |HIP 81598    |16 39 49.98|+05 30 26.0|2MASS J16394998+0530257| 7.061| 6.651| 6.549|
|Gl 678.1 A      |Wo 9592 A    |17 30 22.73|+05 32 54.7|2MASS J17302272+0532547| 6.240| 5.654| 5.422|
|GJ 3885         |             |15 01 20.11|+05 32 55.5|2MASS J15012011+0532553| 8.326| 7.716| 7.432|
|GJ 3463         |             |07 51 51.39|+05 32 57.3|2MASS J07515138+0532572| 9.966| 9.404| 9.089|
|GJ 3584         |             |10 04 32.77|+05 33 41.2|2MASS J10043276+0533412| 9.020| 8.403| 8.176|
|Gl 904          |HIP 116771   |23 39 57.04|+05 37 34.7|2MASS J23395706+0537343| 3.299| 2.988| 2.946|
|GJ 4231         |HIP 107948   |21 52 10.42|+05 37 35.8|2MASS J21521039+0537356| 8.248| 7.646| 7.385|
|Gl 576          |HIP 73786    |15 04 53.53|+05 38 17.2|2MASS J15045350+0538169| 7.264| 6.655| 6.468|
|Wo 9400 A       |HIP 59816 A  |12 15 58.32|+05 38 24.6|2MASS J12155833+0538250| 7.259| 6.647| 6.474|
|Wo 9400 B       |HIP 59816 B  |12 15 58.37|+05 38 25.6|2MASS J12155833+0538250| 7.259| 6.647| 6.474|
|Gl 838.1 B      |Wo 9756 B    |21 49 35.81|+05 39 06.9|2MASS J21493582+0539068|10.607|10.001| 9.770|
|Gl 349          |HIP 46580    |09 29 54.83|+05 39 18.5|2MASS J09295482+0539184| 5.429| 5.002| 4.788|
|Gl 493.1        |             |13 00 33.52|+05 41 08.1|2MASS J13003350+0541081| 8.553| 7.966| 7.660|
|GJ 4323         |HIP 114941   |23 16 51.83|+05 41 45.6|2MASS J23165182+0541454| 7.857| 7.223| 7.034|
|Wo 9068         |HIP 9560     |02 02 52.16|+05 42 21.0|2MASS J02025226+0542205| 9.474| 8.900| 8.684|
|Wo 9805         |HIP 113782   |23 02 32.81|+05 43 05.2|2MASS J23023282+0543051| 8.981| 8.335| 8.155|
|Gl 838.1 A      |Wo 9756 A    |21 49 12.23|+05 43 22.4|2MASS J21491225+0543223| 6.785| 6.257| 6.163|
|GJ 3261         |             |04 05 38.89|+05 44 40.8|2MASS J04053888+0544408| 8.813| 8.193| 7.940|
|GJ 4304 A       |HIP 113244   |22 55 56.82|+05 45 18.3|2MASS J22555682+0545179| 8.130| 7.458| 7.240|
|GJ 4305 B       |             |22 55 55.71|+05 45 22.6|2MASS J22555572+0545224|15.182|14.886|15.020|
|GJ 3857         |HIP 71108 A  |14 32 30.54|+05 46 39.5|2MASS J14323054+0546397| 8.107| 7.515| 7.347|
|Wo 9082         |HIP 11349    |02 26 01.75|+05 46 46.7|2MASS J02260178+0546472| 6.566| 6.219| 6.094|
|GJ 4024         |HIP 86707 A  |17 43 00.80|+05 47 21.6|2MASS J17430081+0547215| 7.441| 6.803| 6.631|
|Gl 861          |             |22 28 49.03|+05 48 13.9|2MASS J22284904+0548128|11.584|11.104|10.927|
|GJ 4220         |             |21 47 57.23|+05 49 21.5|2MASS J21475724+0549213| 8.626| 7.972| 7.752|
|GJ 2063         |HIP 37031    |07 36 34.71|+05 51 43.8|2MASS J07363470+0551438| 5.296| 4.703| 4.459|
|GJ 3224         |             |03 25 42.25|+05 51 51.9|2MASS J03254225+0551519| 9.946| 9.333| 9.120|
|Gl 740          |HIP 93101    |18 58 00.14|+05 54 29.2|2MASS J18580014+0554296| 6.239| 5.587| 5.357|
|GJ 3205         |HIP 14731    |03 10 15.47|+05 54 31.6|2MASS J03101547+0554311| 8.363| 7.750| 7.532|
|GJ 3631         |             |10 52 14.24|+05 55 09.9|2MASS J10521423+0555098| 9.834| 9.279| 8.941|
|GJ 3583         |             |10 03 33.37|+05 57 48.1|2MASS J10033336+0557480| 9.290| 8.654| 8.471|
|GJ 3939         |             |16 07 28.21|+05 57 59.5|2MASS J16072820+0557594| 9.525| 8.947| 8.651|
|GJ 1248         |             |20 03 51.00|+05 59 44.4|2MASS J20035098+0559440| 8.632| 8.076| 7.868|
|GJ 2111         |HIP 74419    |15 12 32.43|+06 01 44.3|2MASS J15123244+0601439|10.724|10.377|10.281|
|GJ 1146         |             |11 21 38.48|+06 08 26.0|2MASS J11213847+0608256| 9.766| 9.264| 8.969|
|GJ 2143         |HIP 93130    |18 58 20.08|+06 09 05.4|2MASS J18582007+0609053| 9.315| 9.139| 9.030|
|GJ 4345         |             |23 35 41.30|+06 11 20.4|2MASS J23354132+0611205|11.088|10.476|10.169|
|Wo 9771         |HIP 109427   |22 10 11.98|+06 11 52.3|2MASS J22101198+0611522| 3.455| 3.390| 3.377|
|GJ 3184         |             |02 51 50.65|+06 13 41.4|2MASS J02515065+0613414| 9.415| 8.773| 8.539|
|GJ 3465         |             |07 52 33.61|+06 18 25.5|2MASS J07523360+0618254| 9.608| 8.983| 8.710|
|Gl 712          |             |18 22 06.68|+06 20 37.7|2MASS J18220671+0620376| 8.671| 8.132| 7.935|
|GJ 4329         |             |23 17 34.54|+06 23 28.4|2MASS J23173454+0623282| 8.776| 8.186| 7.878|
|Gl 771 AB       |HIP 98036    |19 55 18.79|+06 24 24.4|2MASS J19551878+0624238| 2.294| 1.925| 1.712|
|Gl 596.2        |Wo 9528      |15 44 16.08|+06 25 32.3|2MASS J15441605+0625324| 0.831| 0.289| 0.150|
|Gl 179          |HIP 22627    |04 52 05.73|+06 28 35.5|2MASS J04520573+0628356| 7.814| 7.209| 6.942|
|Gl 310.1 A      |Wo 9271 A    |08 35 50.97|+06 37 12.8|2MASS J08355096+0637126| 4.952| 4.760| 4.649|
|Gl 310.1 B      |Wo 9271 B    |08 35 51.27|+06 37 22.0|2MASS J08355126+0637218| 5.882| 5.609| 5.497|
|Gl 91.1 A       |Wo 9076 A    |02 15 53.41|+06 37 34.8|2MASS J02155340+0637349| 6.987| 6.484| 6.310|
|Gl 91.1 B       |Wo 9076 B    |02 15 53.37|+06 37 34.9|2MASS J02155340+0637349| 6.987| 6.484| 6.310|
|GJ 3173         |             |02 38 30.92|+06 37 59.9|2MASS J02383091+0637599|15.687|15.911|      |
|GJ 4213         |HIP 107317   |21 44 12.99|+06 38 29.3|2MASS J21441297+0638292| 8.271| 7.690| 7.443|
|Gl 784.2 A      |             |20 13 58.99|+06 41 16.3|2MASS J20135898+0641161| 9.090| 8.452| 8.167|
|GJ 3537         |             |09 09 39.17|+06 42 10.9|2MASS J09093916+0642109| 9.294| 8.633| 8.440|
|Gl 784.2 B      |             |20 13 55.68|+06 42 44.9|2MASS J20135567+0642447|15.021|      |      |
|GJ 4319         |             |23 16 08.47|+06 44 36.3|2MASS J23160847+0644360| 9.205| 8.630| 8.407|
|GJ 3392         |             |06 20 47.75|+06 45 17.2|2MASS J06204774+0645171|15.377|15.017|14.957|
|GJ 3387         |HIP 29432    |06 12 00.57|+06 46 59.1|2MASS J06120056+0646592| 5.701| 5.385| 5.301|
|Gl 402          |HIP 53020    |10 50 52.06|+06 48 29.3|2MASS J10505201+0648292| 7.319| 6.707| 6.371|
|Gl 563.3        |Wo 9497      |14 50 20.96|+06 48 53.8|2MASS J14502094+0648537| 7.313| 6.802| 6.723|
|GJ 4279         |             |22 27 02.79|+06 49 32.5|2MASS J22270280+0649324| 9.020| 8.489| 8.164|
|Gl 105 B        |             |02 36 15.27|+06 52 18.0|2MASS J02361535+0652191| 7.333| 6.793| 6.574|
|Gl 105 A        |HIP 12114    |02 36 04.89|+06 53 12.7|2MASS J02360498+0653140| 4.152| 3.657| 3.481|
|GJ 3171         |             |02 37 06.53|+06 54 56.1|2MASS J02370652+0654561|12.249|11.657|11.363|
|GJ 4142         |HIP 99969    |20 16 55.42|+06 55 18.3|2MASS J20165542+0655182| 7.556| 6.973| 6.858|
|GJ 2074         |             |09 41 59.32|+06 57 17.2|2MASS J09415931+0657171|13.986|13.675|13.598|
|Gl 178          |HIP 22449    |04 49 50.41|+06 57 40.6|2MASS J04495040+0657409| 1.984| 1.757| 1.600|
|GJ 4370         |             |23 51 44.83|+06 58 16.1|2MASS J23514483+0658159| 8.841| 8.700| 8.188|
|GJ 3693         |             |11 53 52.67|+06 59 56.3|2MASS J11535267+0659561|11.256|10.660|10.262|
|Gl 406          |             |10 56 28.91|+07 00 53.2|2MASS J10562886+0700527| 7.085| 6.482| 6.084|
|Wo 9358         |HIP 55605    |11 23 29.88|+07 01 29.4|2MASS J11232981+0701302| 7.841| 7.205| 7.045|
|GJ 1236         |             |19 22 02.04|+07 02 30.9|2MASS J19220206+0702310| 8.524| 7.937| 7.688|
|Gl 818          |HIP 104092   |21 05 19.75|+07 04 09.5|2MASS J21051974+0704092| 6.040| 5.485| 5.306|
|GJ 3454         |             |07 36 25.14|+07 04 43.1|2MASS J07362513+0704431| 8.180| 7.611| 7.282|
